id;text;label;predict_proba;predict_label;lime_weights
370;Dinner with our whole family for my husband's birthday became very memorable thanks to the charming ambiene of the hotel. Very hospitable service by Mr. Tian. No need to wait long for the ordered food and drinks.;positive;[0.07579149908732608, 0.04409572144777328, 0.8801127794649005];positive;{'negative': [('No', 0.0961109561713842), ('the', -0.07659477445009738), ('by', -0.07365870999507464), ('for', -0.07262147192981507), ('family', -0.06779865708364972), ('with', -0.056965273743338644)], 'neutral': [('the', -0.1220686682017312), ('food', -0.09030174782710268), ('and', -0.07853756216480481), ('by', 0.07106419376846956), ('Very', -0.060122513551650596), ('very', -0.056733024155645566)], 'positive': [('the', 0.20605217861454722), ('food', 0.12120390334900273), ('and', 0.10898835655478849), ('with', 0.10028943404487631), ('for', 0.09649150291672479), ('No', -0.07681027922475041)]}
915;Keep goading, Mister, just rip apart the unity and oneness of Indonesia with your rhetorics.;negative;[0.12447043013734121, 0.6620572657267538, 0.21347230413590532];neutral;{'negative': [('with', -0.09109284728567968), ('Keep', -0.0857237427826218), ('and', 0.07339326176448636), ('Indonesia', 0.040024983505756624), ('your', -0.028981907901579743), ('of', 0.024872165455305083)], 'neutral': [('Keep', 0.3173079006779068), ('and', -0.2671467755594639), ('Indonesia', 0.16577153842237405), ('the', -0.13505120510426896), ('your', 0.11223402810404526), ('with', -0.05939681862785055)], 'positive': [('Keep', -0.23308176868038444), ('Indonesia', -0.2069847242875763), ('and', 0.19202031514428808), ('with', 0.14869696135056001), ('the', 0.12860666355017175), ('your', -0.08437154601690344)]}
141;Located in the hillsides, the venue is vast, enjoyable, and comfortable. Has a scenic view that's a sight for the eyes, such as mountains, orchards, and the city of Bandung viewed from the top. The staffs are skilled and kind. The menu is dominated by steaks, but there are also fried rice, gourami, etc. This restaurant is highly recommended if you're visiting Bandung.;positive;[0.002603686024918611, 0.0022218108774949216, 0.9951745030975864];positive;{'negative': [('the', -0.02281172590820966), ('fried', -0.020124113837951593), ('and', -0.01868727922752664), ('also', -0.015856022777510224), ('by', -0.014862618478743372), ('recommended', -0.014699831007960684)], 'neutral': [('and', -0.058412554845372), ('the', -0.0485320642272725), ('is', -0.043885695562874395), ('fried', -0.022351365427951082), ('This', -0.022143373321817587), ('The', -0.019669186111154445)], 'positive': [('and', 0.0784866770608198), ('the', 0.07268193874966493), ('is', 0.053248337751733966), ('fried', 0.044405296584642755), ('recommended', 0.03552908067119777), ('top', 0.03269958484404694)]}
429;BCA is holding a birthday event and inviting all of their employees to attend it;neutral;[0.5747101216108007, 0.23956247171148395, 0.18572740667771526];negative;{'negative': [('employees', 0.08248302542079075), ('all', 0.06981037180449114), ('and', 0.06574843388725844), ('BCA', 0.062355655619382694), ('event', -0.05742357237197003), ('inviting', -0.047296058847232654)], 'neutral': [('and', -0.15473890258043482), ('is', -0.10908680405090705), ('event', 0.10545799377916253), ('all', -0.09800791367950853), ('it', -0.052359006906339545), ('BCA', 0.04228950678128342)], 'positive': [('and', 0.09790240151883432), ('BCA', -0.09684770343458744), ('is', 0.0685864805877263), ('employees', -0.04500786820121509), ('event', -0.04167431595971033), ('to', 0.03875363448257768)]}
296;I've tried Cendana Bistro when it first opened. Not really for me, the food was mediocre, nothing special;negative;[0.9689135817469381, 0.021330136260705866, 0.00975628199235605];negative;{'negative': [('was', 0.12823548113530556), ('really', 0.08850500439031352), ('nothing', 0.0870314007236306), ('Not', 0.07753094961421515), ('food', 0.062391150173413575), ('first', -0.057805560095908835)], 'neutral': [('was', -0.09894217261760278), ('really', -0.090741005433904), ('food', -0.07108991816879809), ('nothing', -0.057993800391758804), ('opened', 0.05082873799312916), ('Not', -0.042106229232507474)], 'positive': [('Not', -0.028327066669389996), ('nothing', -0.02534373791973168), ('was', -0.023909206953116845), ('special', -0.021992105208136156), ('mediocre', -0.020841893039673026), ('for', 0.018272306834504193)]}
786;The minimum transaction for November that's supposed to be refunded in December has not been received in my account yet, yo;negative;[0.14033214822811854, 0.830889043321328, 0.028778808450553413];neutral;{'negative': [('account', -0.16909539285202613), ('in', -0.10652307644723916), ('not', 0.09698319121176169), ('for', -0.04440494931396712), ('that', 0.033926192803706824), ('be', 0.03126217807303154)], 'neutral': [('account', 0.19674510444874554), ('in', 0.12099520122688967), ('not', -0.08046189025484464), ('The', -0.049355828781624346), ('yet', -0.0347389078766764), ('for', 0.03179950270390908)], 'positive': [('account', -0.028662037605509675), ('not', -0.01859353157690238), ('The', 0.018131200221303344), ('received', -0.01614570682147187), ('to', 0.01197967491797865), ('for', 0.010826080197432274)]}
764;After our crazy shopping spree, we decided to eat at a tent stall on the side of the road. On our way back to our hotel, we went through a small road to avoid traffic, and found this warteg. When we entered, it was absolutely packed! We needed to get in a line for a while. We ordered uduk rice, honey roasted chicken, entrails, and fried slaw.  They were great! The honey roasted chicken was especially addicting!;positive;[0.7701614231836174, 0.07089905943498515, 0.1589395173813975];negative;{'negative': [('was', 0.1731372053605769), ('hotel', 0.056142347388145476), ('traffic', 0.05536377644555563), ('great', -0.05121429712186339), ('this', 0.049800831295781826), ('road', 0.04844015350894252)], 'neutral': [('was', -0.1125372183405817), ('and', -0.08857118304325172), ('this', -0.04776588557983902), ('get', 0.044217762321058535), ('to', -0.04091019068367314), ('the', -0.03963147512553503)], 'positive': [('great', 0.07223440446268031), ('was', -0.06980750925230612), ('fried', 0.06054122758978066), ('we', -0.05097876798286395), ('traffic', -0.048131135981385166), ('and', 0.045098329618140955)]}
273;The news is horrible and not at all educational. It's all agendas and lip services;negative;[0.6995840622655143, 0.008945791169911762, 0.2914701465645738];negative;{'negative': [('not', 0.2856117785358858), ('horrible', 0.2129184255962753), ('and', -0.16248100488475467), ('services', -0.1294342592995348), ('The', -0.08647739810865593), ('at', 0.05508285549139481)], 'neutral': [('and', -0.079046851001236), ('is', -0.037677148115290306), ('all', -0.031414235281218596), ('not', -0.031135784009295064), ('at', 0.02943723625467193), ('The', -0.023836778830097997)], 'positive': [('not', -0.25297295717590285), ('and', 0.2456457940934062), ('horrible', -0.19215350128266714), ('services', 0.15016641952720497), ('The', 0.11187352062170478), ('at', -0.08243604837256363)]}
936;Seller's response is slow. Takes forever to resolve problems. The item hasn't been refunded to this day.;negative;[0.7885403952097504, 0.16508580305010914, 0.04637380174014064];negative;{'negative': [('this', 0.15860888729272907), ('is', 0.07943281197880002), ('problems', 0.0682949878016285), ('item', 0.054272816124008395), ('forever', 0.049364470912331385), ('Seller', -0.046633702135729066)], 'neutral': [('this', -0.1565785989447258), ('is', -0.09636367418051436), ('problems', -0.05469211590651696), ('response', 0.047947766677377705), ('The', -0.04421269389526096), ('to', -0.03497759566426764)], 'positive': [('Takes', -0.03612565580914042), ('to', 0.026251463792090028), ('The', 0.023112076086606544), ('forever', -0.019651602558994386), ('slow', -0.019309087099453427), ('item', -0.01663636275799751)]}
819;Don't miss our direct discount for up to Rp 10 million!;neutral;[0.18492904703201557, 0.7256968739169247, 0.08937407905105972];neutral;{'negative': [('for', -0.08023664976067679), ('Rp', -0.06676725814709177), ('million', 0.058623928823746986), ('to', 0.021083341804696447), ('10', 0.015963338101906244), ('our', 0.013030867388745624)], 'neutral': [('up', 0.0690871631502778), ('to', -0.06663586397415124), ('Rp', 0.04561853678629627), ('our', -0.03851230819593604), ('for', 0.03379343019352044), ('10', 0.023647402393323816)], 'positive': [('up', -0.060907958414742676), ('for', 0.04568848369456173), ('to', 0.04461497603524538), ('10', -0.040458219881228816), ('million', -0.039221175171615184), ('our', 0.02562318528657943)]}
81;Our company, as well as 12 banks, has signed the contracts to fund the Jabodetabek LRT.;neutral;[0.2763238303509978, 0.5128182450950608, 0.21085792455394156];neutral;{'negative': [('the', 0.04217983824080636), ('as', 0.02561202303347017), ('has', -0.01953323701821593), ('12', -0.018805511803889542), ('to', 0.01132518366615128), ('fund', 0.0074737225091924524)], 'neutral': [('the', -0.21555551325066263), ('12', 0.11414258160568652), ('to', -0.06170345945359368), ('fund', 0.051951523038866854), ('has', 0.04039584956865251), ('as', -0.03079356309696071)], 'positive': [('the', 0.1719922691431575), ('12', -0.09621601973075947), ('fund', -0.061279354366876045), ('to', 0.050335163946148946), ('well', -0.02966996394085657), ('Our', 0.029583891526702228)]}
638;I just knew about this place from a friend, when we came here it wasn't that crowded yet, so we chose to sit on the second floor while enjoying the outside view. There was a music performance that night, I did't really know whether the performance was a daily thing or not.;neutral;[0.6332988784769854, 0.013417068234469, 0.35328405328854545];negative;{'negative': [('was', 0.21954043515083382), ('not', 0.12474627224616212), ('place', -0.12017990822824523), ('here', -0.11971863292010784), ('the', -0.11055052182487482), ('so', 0.0735669692289465)], 'neutral': [('was', -0.0621607475972468), ('the', -0.03631858532178829), ('really', -0.03630252903964997), ('so', -0.03222699430017945), ('this', -0.028023569676316445), ('place', -0.017033369904557668)], 'positive': [('the', 0.1536260545971946), ('was', -0.15188447336399716), ('place', 0.14340694297249473), ('here', 0.14241093686932887), ('not', -0.10431097232548699), ('we', -0.07531432237400065)]}
563;I'd like to buy 20 tickets for Persebaya vs Arema showdown tomorrow;neutral;[0.2015976787711702, 0.7761964443252335, 0.02220587690359645];neutral;{'negative': [('like', 0.22767284769480206), ('for', -0.08632597529316793), ('tickets', -0.07835804277045877), ('20', -0.07474311164728077), ('buy', -0.06301012688924693), ('tomorrow', -0.04508339005116557)], 'neutral': [('like', -0.2146543009726888), ('tickets', 0.09757192647736014), ('buy', 0.08861792793766658), ('20', 0.07525117574911389), ('tomorrow', 0.06841417860094406), ('for', 0.0670882458585013)], 'positive': [('buy', -0.027901170235488444), ('tomorrow', -0.024462346499204313), ('tickets', -0.020709816322850075), ('to', 0.018424907474372858), ('for', 0.01762849474865608), ('like', -0.014910040405888128)]}
218;The food is good enough, but the table layout needs work. It looks too crowded, so it's uncomfortable. Pretty pricy for such low quality.;negative;[0.8624388288018356, 0.011648045064773462, 0.12591312613339084];negative;{'negative': [('too', 0.10998035299532745), ('quality', 0.09928568865858793), ('Pretty', -0.0736590030147474), ('so', 0.07313654827833971), ('enough', 0.06814518924455262), ('looks', 0.05604310504799828)], 'neutral': [('too', -0.04206688872021043), ('so', -0.03969424924799481), ('good', -0.036139154527796), ('food', -0.0355177873410592), ('enough', -0.030388327653688048), ('quality', -0.026194358479422652)], 'positive': [('Pretty', 0.08841405278288035), ('quality', -0.07785187145444403), ('too', -0.07135555505977872), ('good', 0.05529959213386563), ('looks', -0.050337410256796056), ('enough', -0.04185261372064288)]}
813;I love spending a long time here, because the vibe is nice, the lighting's spot on, and there are indoor and outdoor spots to choose from. The food's also pretty good;positive;[6.580244059961997e-06, 3.9138614428804285e-06, 0.9999895058944972];positive;{'negative': [('and', -0.0170917877035141), ('nice', -0.017090871189621278), ('here', -0.01640704158608785), ('also', -0.015739439212814992), ('spot', -0.01374391264408058), ('the', -0.012616370417254526)], 'neutral': [('and', -0.04745371664918183), ('good', -0.029765079731788314), ('the', -0.029754119466869483), ('food', -0.028678117350907528), ('pretty', -0.025510997687685107), ('nice', -0.02380904477375512)], 'positive': [('and', 0.06618864469872375), ('the', 0.044770583903104115), ('nice', 0.04264394637322272), ('good', 0.03958329206527763), ('pretty', 0.03837438147621497), ('food', 0.037568291530010206)]}
138;Everything Mr. Rocky said was baseless. It's a wonder how he's even a professor at all.;negative;[0.8470163548840473, 0.13275069583970137, 0.020232949276251595];negative;{'negative': [('was', 0.21414200140601689), ('even', 0.14902222414850272), ('how', 0.09815455001456891), ('all', 0.0742315476797339), ('Everything', -0.061769705269316674), ('wonder', -0.061734035369218836)], 'neutral': [('was', -0.2065505305143439), ('even', -0.14434235276209204), ('how', -0.08298778354788226), ('all', -0.07871714125057909), ('at', 0.06331334810743484), ('wonder', 0.058743512659539796)], 'positive': [('Everything', 0.019295992197425355), ('how', -0.015118829581743721), ('said', -0.010163049057697379), ('he', -0.009024495953310587), ('at', -0.008743341754824625), ('was', -0.00851650198957963)]}
